番組ID,番組分類,ゲーム種別,番組名,バングミメイ,番組名補,バングミメイホ,放映話数,年齢制限,放映開始日
12111,"企画もの","","THE IDOLM@STER Break!","アイドルマスターブレーク","","","","","2008-09-00"
16864,"イベント/舞台/公演","","THE IDOLM@STER M@STERS OF IDOL WORLD!!","アイドルマスターマスターズオブアイドルワールド","","","","","2014-02-22"
16091,"ゲーム","その他","アイドルマスター ミリオンライブ!","アイドルマスターミリオンライブ","","","","","2013-02-27"
17278,"Webラジオ","","アイドルマスター ミリオンラジオ!","アイドルマスターミリオンラジオ","","","","","2013-05-03"
16826,"劇場用アニメーション","","THE IDOLM@STER MOVIE 輝きの向こう側へ!","アイドルマスタームービーカガヤキノムコウガワヘ","","","1","","2014-01-25"
15819,"ゲーム","スロット","THE IDOLM@STER LIVE in SLOT","アイドルマスターライブインスロット","","","","","2012-07-00"
13674,"ゲーム","その他","THE IDOLM@STER LIVE FOR YOU!","アイドルマスターライブフォーユー","","","","","2008-02-28"
8619,"ラジオ","","THE iDOLM@STER RADIO","アイドルマスターレディオ","","","173","","2006-04-09"
17212,"ゲーム","育成・恋愛シミュレーション","アイドルマスター ワンフォーオール","アイドルマスターワンフォーオール","THE iDOLM@STER ONE FOR ALL","","","15才以上","2014-05-15"
17659,"ゲーム","アドベンチャー","アイドル魔法少女ちるちる☆みちる","アイドルマホウショウジョチルチルミチル","","","","全年齢","2014-08-15"
9617,"ドラマ","","愛のうた!","アイノウタ","","","","","2007-10-29"
17290,"ドラマ","","愛の歌","アイノウタ","","","10","","1967-10-30"
13121,"オリジナルビデオアニメーション","","愛のカタチ~エッチな女のコは嫌い…ですか?~","アイノカタチエッチナオンナノコハキライデスカ","","","2","18才以上","2008-02-25"
14,"テレビアニメーション","","愛の学校クオレ物語","アイノガッコウクオレモノガタリ","","","26","","1981-04-03"
3484,"テレビスペシャル","","愛の奇跡 ドクターノーマン物語","アイノキセキドクターノーマンモノガタリ","","","1","","1982-12-24"
2864,"オリジナルビデオアニメーション","","間の楔","アイノクサビ1","","","1","","1992-08-31"
3160,"オリジナルビデオアニメーション","","間の楔 [完結篇]","アイノクサビ2カンケツヘン","","","1","","1994-05-21"
9841,"ドラマ","","愛の劇場 三代目のヨメ!","アイノゲキジョウサンダイメノヨメ","","","","","2008-01-07"
7220,"オリジナル特撮ビデオ","","愛の戦神パルテオン","アイノセンジンパルテオン","","","3","","1999-00-00"
7221,"オリジナル特撮ビデオ","","愛の戦神パルテオンR","アイノセンジンパルテオン2アール","","","1","","1999-11-25"
12729,"ドラマ","","愛のホットライン","アイノホットライン","","","13","","1981-05-14"
9630,"ドラマ","","愛の迷宮","アイノメイキュウ","","","63","","2007-10-01"
7794,"ゲーム","アドベンチャー","愛のメイドホテル物語 ~愛しのスク水メイド~","アイノメイドホテルモノガタリイトシノスクミズメイド","","","","18才以上","2004-05-21"
16099,"バラエティ","","あいのり","アイノリ","","","441","","1999-10-11"
16,"テレビアニメーション","","愛の若草物語","アイノワカクサモノガタリ","","","48","","1987-01-11"
6318,"テレビアニメーション","","愛の若草山物語","アイノワカクサヤマモノガタリ","","","12","","1999-08-01"
13155,"オリジナルビデオアニメーション","","愛は鍵の数だけ","アイハカギノカズダケ","","","1","18才以上","2002-05-25"
13809,"ドラマ","","アイフル大作戦","アイフルダイサクセン","","","","","1973-04-14"
15644,"テレビアニメーション","","あいまいみー","アイマイミー","","","13","","2013-01-03"
17353,"テレビアニメーション","","あいまいみー~妄想カタストロフ~","アイマイミーモウソウカタストロフ","","","12","","2014-07-08"
4702,"テレビアニメーション","","あぃまぃみぃ!ストロベリー・エッグ","アィマィミィストロベリーエッグ","","","13","","2001-07-04"
15385,"Webラジオ","","アイマスタジオ","アイマスタジオ","","","","","2011-04-08"
2983,"オリジナルビデオアニメーション","","愛物語","アイモノガタリ","","","9","","1993-06-01"
13196,"ゲーム","アドベンチャー","穢翼のユースティア","アイヨクノユースティア","","","","18才以上","2011-04-28"
9997,"ドラマ","","藍より青く","アイヨリアオク","","","","","1972-04-03"
9660,"ゲーム","アドベンチャー","藍より青し","アイヨリアオシ","","","","","2003-03-20"
5295,"テレビアニメーション","","藍より青し","アイヨリアオシ1","","","24","","2002-04-11"
6370,"テレビアニメーション","","藍より青し~縁~","アイヨリアオシ2エニシ","","","12","","2003-10-12"
14073,"ドラマ","","愛LOVEナッキー","アイラブナッキー","","","","","1980-03-19"
17265,"ゲーム","アドベンチャー","IslandDays","アイランデイズ","","","","15才以上","2014-07-03"
18661,"ゲーム","アドベンチャー","ISLAND","アイランド","","","","全年齢","2016-04-28"
5988,"オリジナルビデオアニメーション","","I'll/CKBC","アイル","","","","","2002-12-18"
15262,"オリジナルビデオアニメーション","","アイルMANIAX~淫魔制服狩り&魔女狩りの夜に~","アイルマニアックスインマセイフクガリアンドマジョガリノヨルニ","","","3","18才以上","2001-08-24"
9990,"ゲーム","","アイル・ロード","アイルロード","","","","","1992-05-29"
11275,"ゲーム","アドベンチャー","あいれぼ~IDOL☆REVOLUTION","アイレボアイドルレボリューション","","","","18才以上","2008-11-28"
16885,"ドラマ","","愛をください","アイヲクダサイ","","","12","","2000-07-05"
5788,"ゲーム","アドベンチャー","あぅあぅ","アゥアゥ","","","","18才以上","2002-12-06"
10701,"ゲーム","アドベンチャー","AVALON CODE","アヴァロンコード","","","","","2008-10-16"
12632,"ゲーム","オンラインRPG","アヴァロンの鍵 ONLINE","アヴァロンノカギオンライン","","","","","2009-12-10"
16418,"テレビアニメーション","","アウトブレイク・カンパニー","アウトブレイクカンパニー","","","12","","2013-10-04"
17358,"ゲーム","シミュレーション","アウトベジタブルズ","アウトベジタブルズ","OUT VEGETABLES","","","18才以上","2014-06-27"
8248,"ゲーム","レース","OutRun","アウトラン","","","","","1986-09-25"
1767,"オリジナルビデオアニメーション","","アウトランダーズ","アウトランダーズ","","","1","","1986-12-16"
15975,"劇場用アニメーション","","AURA~魔竜院光牙最後の闘い~","アウラマリュウインコウガサイゴノタタカイ","","","1","","2013-04-13"
8021,"ゲーム","アドベンチャー","あえかなる世界の終わりに","アエカナルセカイノオワリニ","","","","18才以上","2005-12-22"
15570,"ゲーム","アドベンチャー","あえて無視するキミとの未来 ~Relay broadcast~","アエテムシスルキミトノミライリプレイブロードキャスト","","","","18才以上","2012-11-30"
6781,"オリジナルビデオアニメーション","","蒼い海のトリスティア","アオイウミノトリスティア","","","2","","2004-04-23"
5618,"ゲーム","アドベンチャー","蒼い海のトリスティア~発明工房奮闘記~","アオイウミノトリスティア","","","","","2002-07-20"
3105,"劇場用アニメーション","","蒼い記憶 -満蒙開拓と少年たち-","アオイキオクマンモウカイタクトショウネンタチ","","","1","","1993-10-09"
6314,"オリジナルビデオアニメーション","","蒼い告白","アオイコクハク","","","1","","2003-02-25"
9609,"ゲーム","アドベンチャー","アオイシロ","アオイシロ","","","","","2008-05-15"
15382,"テレビスペシャル","","蒼い世界の中心で","アオイセカイノチュウシンデ","","","","","2012-10-20"
7379,"ゲーム","アドベンチャー","蒼い空のネオスフィア","アオイソラノネオスフィア","","","","","2005-03-25"
7758,"ゲーム","アドベンチャー","蒼い空のネオスフィア どきどきアドベンチャー Effective E","アオイソラノネオスフィア2ドキドキアドベンチャーエフェクティブイー","","","","","2005-12-16"
17288,"ドラマ","","青い太陽","アオイタイヨウ","","","","","1968-04-03"
17472,"ラジオ","","碧と彩奈のラ・プチミレディオ","アオイトアヤナノラプチミレディオ","","","","","2013-04-07"
4306,"ゲーム","アドベンチャー","青い鳥 L'Oiseau Bleu","アオイトリ","","","","18才以上","2001-01-26"
6811,"ゲーム","アドベンチャー","青い涙-あおいなみだ-","アオイナミダ","","","","18才以上","2003-05-30"
11516,"テレビアニメーション","","青い花","アオイハナ","","","11","","2009-07-02"
6793,"オリジナルビデオアニメーション","","青い瞳の銀鈴","アオイヒトミノギンレイ","","","1","","1995-09-25"
17,"テレビアニメーション","","青いブリンク","アオイブリンク","","","39","","1989-04-07"
12051,"テレビアニメーション","","青い文学","アオイブンガク","","","12","","2009-10-11"
12257,"劇場用アニメーション","","青い文学シリーズ 人間失格","アオイブンガクシリーズニンゲンシッカク","","","","","2009-12-12"
11685,"ドラマ","","蒼井優×4つの嘘 カムフラージュ","アオイユウヨッツノウソカムフラージュ","","","12","","2008-00-00"
14558,"ドラマ","","青が散る","アオガチル","","","13","","1983-10-21"
3748,"ゲーム","","蒼き狼と白き牝鹿 ジンギスカン","アオキオオカミトシロキメジカジンギスカン","","","","","1985-05-00"
18871,"ゲーム","ロールプレイング","蒼き革命のヴァルキュリア","アオキカクメイノヴァルキュリア","","","","","2016-00-00"
18,"テレビアニメーション","","蒼き伝説シュート!","アオキデンセツシュート","","","58","","1993-11-07"
3587,"劇場用アニメーション","","蒼き伝説シュート!","アオキデンセツシュート","","","1","","1994-12-04"
16490,"テレビアニメーション","","蒼き鋼のアルペジオ-アルス・ノヴァ-","アオキハガネノアルペジオアルスノヴァ","","","12","","2013-10-08"
18585,"劇場用アニメーション","","劇場版 蒼き鋼のアルペジオ-アルス・ノヴァ- Cadenza","アオキハガネノアルペジオアルスノヴァカデンザー","","","","","2015-10-03"
17770,"劇場用アニメーション","","劇場版 蒼き鋼のアルペジオ-アルス・ノヴァ- DC","アオキハガネノアルペジオアルスノヴァディーシー","","","1","","2015-01-31"
2305,"オリジナルビデオアニメーション","","青き炎","アオキホノオ","","","1","","1989-11-24"
19,"テレビアニメーション","","蒼き流星SPTレイズナー","アオキリュウセイエスピィティレイズナー","","","38","","1985-10-03"
2179,"オリジナルビデオアニメーション","","蒼き流星SPTレイズナー ACT-III 刻印2000","アオキリュウセイエスピィティレイズナー(ビデオ)アクト3コクイン2000","","","1","","1986-10-21"
4487,"ゲーム","アドベンチャー","蒼ざめた月の光","アオザメタツキノヒカリ","","","","18才以上","2001-04-20"
1609,"オリジナルビデオアニメーション","","青空少女隊 JAPAN AIR SELF DEFENCE FORCE 801TTS TACTICAL TRAINING SQUADRON","アオゾラショウジョタイ","","","6","","1994-10-21"
